symbol,timeframe,strategy,data_source,bars_total,bars_research,bars_holdout,range_start,range_end,params,wf_mode,folds,is_return,oos_return,oos_max_dd,oos_daily_dd,oos_sharpe,oos_trades,oos_gates_pass,oos_profitable,overfit_oos_weaker,anchored_oos_return,anchored_gates_pass,holdout_return,holdout_max_dd,holdout_daily_dd,holdout_sharpe,holdout_trades,holdout_gates_pass,holdout_profitable_and_gates,ftmo_golive_candidate,baseline_oos_return,baseline_gates_pass
EURUSD,H4,bbands_reversion,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 28, ""require_htf_align"": false, ""require_rsi"": false, ""rsi_high"": 60, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,0.0024331965487918,-0.0002912036497697,0.0270236428833007,0.0170941352844238,0.081556346983517,37,True,False,True,-0.0002912036497697,True,-0.0226596072769221,0.0480751390569147,0.0123257637023925,-0.4792639551605452,50,True,False,False,0.0009015865276169,True
EURUSD,H4,breakout_donchian,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_min"": 0, ""atr_pct_min"": 0.1, ""donchian_window"": 40, ""session_hours"": null, ""use_mid_exit"": false}",rolling,23,0.0061531646805516,0.000448645832346,0.025989957098594,0.015614176101685,0.2132981295365076,66,True,True,True,0.000448645832346,True,-0.0576457835687936,0.0652057998774865,0.0153897901589529,-0.886761796690493,95,True,False,False,-0.003696847067531,True
EURUSD,H4,hybrid_regime,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,23,0.0038410449580063,0.0007709398414184,0.0173045169495934,0.0143593450600764,-0.1532411919232907,80,True,True,True,0.0007709398414184,True,-0.0474956873457824,0.0554808787333693,0.0100539993885585,-0.9958534197099056,81,True,False,False,-0.0011894726788777,True
EURUSD,H4,trend_ma_adx,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_threshold"": 22, ""atr_pct_max"": 0.9, ""atr_pct_min"": 0.0, ""require_ema_align"": true, ""require_htf_align"": false, ""session_hours"": null}",rolling,23,0.0042819914570193,1.0349119316487926e-05,0.020338499655503,0.0192548926925659,-0.58148042729993,81,True,True,True,1.0349119316487926e-05,True,-0.0513754905155791,0.0547536789848943,0.0104436736406596,-1.210526366297911,84,True,False,False,-0.0008581893858111,True
EURUSD,H4,mean_reversion_regime,approximate_non_ftmo,4437,2852,1585,2023-11-30 00:00:00+00:00,2026-09-16 00:00:00+00:00,"{""adx_max"": 20, ""rsi_high"": 65, ""rsi_low"": 30, ""session_hours"": null}",rolling,23,0.0063572991495542,0.0003809096278314,0.017272219369536,0.0097577571868895,0.4574211567983057,8,True,True,True,0.0003809096278314,True,-0.0140158362197887,0.0255942518036684,0.0123257637023925,-0.489587518750393,12,True,False,False,0.0014278725831404,True
EURUSD,D1,bbands_reversion,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 22, ""require_htf_align"": false, ""require_rsi"": true, ""rsi_high"": 60, ""rsi_low"": 40, ""session_hours"": null}",rolling,21,0.0176759303293672,0.0034646317009697,0.0389064504793202,0.0192314386367797,0.7408013250995956,17,True,True,True,0.0034646317009697,True,-0.0059887744903568,0.0231019056888649,0.0141158103942871,-0.3209438757083321,5,True,False,False,0.00296826627368,True
EURUSD,D1,breakout_donchian,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_min"": 22, ""atr_pct_min"": 0.0, ""donchian_window"": 30, ""session_hours"": null, ""use_mid_exit"": false}",rolling,21,0.027992327684588,-0.0056921266649518,0.1055745836583986,0.0217033090130942,-0.9284349922225036,32,False,False,True,-0.0056921266649518,False,-0.1016015539169317,0.1016057578059436,0.0161716629736764,-4.950311965029406,8,False,False,False,-0.0115219213500225,True
EURUSD,D1,hybrid_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_chop"": 16, ""adx_trend"": 24, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.0030337087696075,-0.0018922169158027,0.0512422638358136,0.0245271027396064,-0.0539439534413263,34,True,False,True,-0.0018922169158027,True,-0.0523295040375849,0.0584340800332793,0.0151023804473878,-2.9065719335824745,10,True,False,False,-0.0024206679884904,True
EURUSD,D1,trend_ma_adx,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_threshold"": 22, ""atr_pct_max"": 0.9, ""atr_pct_min"": 0.0, ""require_ema_align"": false, ""require_htf_align"": false, ""session_hours"": null}",rolling,21,0.0225042249973963,-0.0013320417154221,0.0340527222253208,0.0196461369269235,-0.804612389475011,30,True,False,True,-0.0013320417154221,True,-0.0220264476585391,0.0359331562138242,0.0145399570465087,-1.2199795612070334,10,True,False,False,-0.0041095626651816,True
EURUSD,D1,mean_reversion_regime,approximate_non_ftmo,2601,2341,260,2016-09-15 23:00:00+00:00,2026-09-15 23:00:00+00:00,"{""adx_max"": 20, ""rsi_high"": 70, ""rsi_low"": 35, ""session_hours"": null}",rolling,21,0.0134384902226398,0.0035955218788872,0.0208849605178831,0.0147525072097778,0.7124151007842053,11,True,True,True,0.0035955218788872,True,-0.0024250383758548,0.0201207097625735,0.0086560249328613,-0.2155905759298689,1,True,False,False,0.0038976281785146,True
